,< -200.0,-200.0,-190.0,-180.0,-170.0,-160.0,-150.0,-140.0,-130.0,-120.0,-110.0,-100.0,-90.0,-80.0,-70.0,-60.0,-50.0,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,>= 200.0,,TOTAL
 ,0,0,0,0,0,9,467,14769,68749,87272,111744,198350,206606,203227,253603,332786,450205,607784,538270,721498,5857552,8189576,826455,526489,431309,395066,396027,368296,313010,239633,199449,146671,74318,58805,52264,44646,40523,34066,8786,954,28,5,,21999267
<A2D Error profile data>
,
,CURRENT,VOLTAGE,POWER,,TOTAL
,0,0,0,,0
,
,
MODULE 1
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 2
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 3
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 4
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 5
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 6
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 7
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 8
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 9
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 10
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 11
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 12
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 13
,
**** MODULE NOT RESPONDING ****
,
,
,
MODULE 14
,
Software AS version:,0x0104CA42
Software AS checksum:,0x7A2CD716
Software OS version:,0x0104CB42
Software OS checksum:,0xC6B5EEBD
,
Mfg Data:,0x30,0x30,0x33,0x39,0x2D,0x31,0x36,0x30,0x33,0x2D,0x30,0x42,0x42,0x2D,0x34,0x30,0x32,0x33,0x33,0x35,0x2D,0x30,0x30,0x37,0x31,0x30,0x0,0x10,0x3,0x6,0x6,0x6,,
,
Mfg Data (ASCII): 0039-1603-0BB-402335-00710......
,
,
A/D Conversion Error Count:,0
,
<Cell Voltages (V)>
,
,< 2.0,2.0,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,0,0,8632,333059,1609983,250759,3268,0,0,,2205701
CELL 2,0,0,0,0,0,1796,316520,1659728,227504,153,0,0,,2205701
CELL 3,0,0,0,0,0,17727,337605,1584004,256511,9854,0,0,,2205701
CELL 4,0,0,0,0,0,1492,314706,1663796,225621,86,0,0,,2205701
CELL 5,0,0,0,0,0,17860,337400,1583909,256432,10100,0,0,,2205701
CELL 6,0,0,0,0,0,1416,314094,1665071,225039,81,0,0,,2205701
CELL 7,0,0,0,0,0,17801,337460,1583989,256481,9970,0,0,,2205701
CELL 8,0,0,0,0,0,1439,314132,1664463,225581,86,0,0,,2205701
CELL 9,0,0,0,0,0,16142,336982,1587861,255992,8724,0,0,,2205701
CELL 10,0,0,0,0,0,1394,313162,1667194,223856,95,0,0,,2205701
CELL 11,0,0,0,0,0,1936,317054,1657520,228976,215,0,0,,2205701
CELL 12,0,0,0,0,0,7394,331762,1614852,249053,2640,0,0,,2205701
,
<Cell Balancers>
,
,Off,On,,TOTAL
CELL 1,1894587,311114,,2205701
CELL 2,1890795,314906,,2205701
CELL 3,1891968,313733,,2205701
CELL 4,1890221,315480,,2205701
CELL 5,1889861,315840,,2205701
CELL 6,1889206,316495,,2205701
CELL 7,1889677,316024,,2205701
CELL 8,1887759,317942,,2205701
CELL 9,1886757,318944,,2205701
CELL 10,1884944,320757,,2205701
CELL 11,1883879,321822,,2205701
CELL 12,1886398,319303,,2205701
,
<Module Temperatures (deg C)>
,
,< -40.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,>= 80.0,,TOTAL
TEMP SENSOR 1,0,0,0,0,0,0,0,0,0,0,0,8455,58863,81797,500032,1268220,268560,19690,84,0,0,0,0,0,0,0,,2205701
TEMP SENSOR 2,0,0,0,0,0,0,0,0,0,0,0,8677,50193,99539,91011,325860,1505862,117711,6848,0,0,0,0,0,0,0,,2205701
,
<Module Voltages (V)>
,
,< 24.0,24.0,26.4,28.8,31.2,33.6,36.0,38.4,40.8,43.2,45.6,>= 48.0,,TOTAL
 ,0,0,0,0,0,6189,336397,1623043,238918,1154,0,0,,2205701
,
,
MODULE 15
,
Software AS version:,0x0104CA42
Software AS checksum:,0x7A2CD716
Software OS version:,0x0104CB42
Software OS checksum:,0xC6B5EEBD
,
Mfg Data:,0x33,0x36,0x34,0x41,0x31,0x35,0x38,0x35,0x47,0x33,0x52,0x45,0x56,0x43,0x2D,0x31,0x34,0x48,0x30,0x32,0x38,0x36,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,
,
Mfg Data (ASCII): 364A1585G3REVC-14H0286..........
,
,
A/D Conversion Error Count:,0
,
<Cell Voltages (V)>
,
,< 2.0,2.0,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,27,17458,572072,2172533,16562195,2242330,287526,4,0,,21854145
CELL 2,0,0,0,16,2474,432290,2203787,16859788,2190872,164918,0,0,,21854145
CELL 3,0,0,0,30,24707,612127,2163300,16488292,2239287,326395,7,0,,21854145
CELL 4,0,0,0,14,2646,436184,2201565,16857262,2189317,167157,0,0,,21854145
CELL 5,0,0,0,33,27392,623930,2160534,16465668,2239320,337260,8,0,,21854145
CELL 6,0,0,0,17,3089,441502,2201375,16846265,2192291,169606,0,0,,21854145
CELL 7,0,0,0,30,22524,599900,2165181,16518149,2234943,313418,0,0,,21854145
CELL 8,0,0,0,15,2953,444648,2198797,16840069,2194250,173413,0,0,,21854145
CELL 9,0,0,0,37,34423,652244,2152388,16400575,2243561,370894,23,0,,21854145
CELL 10,0,0,0,23,8086,509892,2190573,16706336,2220080,219155,0,0,,21854145
CELL 11,0,0,0,20,3588,452860,2201402,16816664,2201159,178452,0,0,,21854145
CELL 12,0,0,0,32,22665,595844,2168561,16509677,2249551,307810,5,0,,21854145
,
<Cell Balancers>
,
,Off,On,,TOTAL
CELL 1,20000941,1853204,,21854145
CELL 2,19960226,1893919,,21854145
CELL 3,19971214,1882931,,21854145
CELL 4,19960067,1894078,,21854145
CELL 5,19961189,1892956,,21854145
CELL 6,19949834,1904311,,21854145
CELL 7,19955734,1898411,,21854145
CELL 8,19944419,1909726,,21854145
CELL 9,19954886,1899259,,21854145
CELL 10,19939101,1915044,,21854145
CELL 11,19930915,1923230,,21854145
CELL 12,19954531,1899614,,21854145
,
<Module Temperatures (deg C)>
,
,< -40.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,>= 80.0,,TOTAL
TEMP SENSOR 1,0,0,0,0,0,0,0,0,5083,29145,223588,614601,2439439,6076515,6628859,4686362,1070242,78657,1654,0,0,0,0,0,0,0,,21854145
TEMP SENSOR 2,0,0,0,0,0,0,0,0,1480,28580,154645,401441,1044574,2971694,5558368,5205347,5899750,557246,29956,1064,0,0,0,0,0,0,,21854145
,
<Module Voltages (V)>
,
,< 24.0,24.0,26.4,28.8,31.2,33.6,36.0,38.4,40.8,43.2,45.6,>= 48.0,,TOTAL
 ,0,0,0,24,13552,554378,2206373,16639653,2195900,244265,0,0,,21854145
,
,
MODULE 16
,
Software AS version:,0x0104CA42
Software AS checksum:,0x7A2CD716
Software OS version:,0x0104CB42
Software OS checksum:,0xC6B5EEBD
,
Mfg Data:,0x33,0x36,0x34,0x41,0x31,0x35,0x38,0x35,0x47,0x33,0x52,0x45,0x56,0x43,0x2D,0x31,0x34,0x48,0x30,0x32,0x32,0x33,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,
,
Mfg Data (ASCII): 364A1585G3REVC-14H0223..........
,
,
A/D Conversion Error Count:,0
,
<Cell Voltages (V)>
,
,< 2.0,2.0,2.2,2.4,2.6,2.8,3.0,3.2,3.4,3.6,3.8,>= 4.0,,TOTAL
CELL 1,0,0,0,48,21231,577600,2188762,16493615,2255291,317275,75,0,,21853897
CELL 2,0,0,0,30,7181,469886,2217103,16728734,2222149,208808,6,0,,21853897
CELL 3,0,0,0,62,35397,645729,2170709,16361334,2252137,388313,216,0,,21853897
CELL 4,0,0,0,23,5243,449968,2214212,16785320,2208845,190285,1,0,,21853897
CELL 5,0,0,0,54,32750,635435,2173067,16388665,2248781,375001,144,0,,21853897
CELL 6,0,0,0,24,6383,464856,2213023,16751872,2215112,202625,2,0,,21853897
CELL 7,0,0,0,46,27800,616298,2175191,16436293,2246642,351573,54,0,,21853897
CELL 8,0,0,0,22,5007,448377,2215019,16787415,2208265,189790,2,0,,21853897
CELL 9,0,0,0,47,28202,617498,2172966,16435411,2247355,352363,55,0,,21853897
CELL 10,0,0,0,22,4514,439247,2218380,16806828,2204126,180779,1,0,,21853897
CELL 11,0,0,0,22,3761,425152,2219863,16840237,2197083,167778,1,0,,21853897
CELL 12,0,0,0,41,15698,552101,2193692,16554026,2249376,288908,55,0,,21853897
,
<Cell Balancers>
,
,Off,On,,TOTAL
CELL 1,20119608,1734289,,21853897
CELL 2,20086423,1767474,,21853897
CELL 3,20113947,1739950,,21853897
CELL 4,20080938,1772959,,21853897
CELL 5,20094722,1759175,,21853897
CELL 6,20068159,1785738,,21853897
CELL 7,20077482,1776415,,21853897
CELL 8,20046959,1806938,,21853897
CELL 9,20046482,1807415,,21853897
CELL 10,20002145,1851752,,21853897
CELL 11,19998831,1855066,,21853897
CELL 12,20036546,1817351,,21853897
,
<Module Temperatures (deg C)>
,
,< -40.0,-40.0,-35.0,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,>= 80.0,,TOTAL
TEMP SENSOR 1,0,0,0,0,0,0,0,0,4682,33133,231201,666914,2309826,5818891,6707144,4865356,1134028,81074,1648,0,0,0,0,0,0,0,,21853897
TEMP SENSOR 2,0,0,0,0,0,0,0,87,5204,35372,215056,508608,1272435,4199149,5213742,7509513,2587371,296831,9663,866,0,0,0,0,0,0,,21853897
,
<Module Voltages (V)>
,
,< 24.0,24.0,26.4,28.8,31.2,33.6,36.0,38.4,40.8,43.2,45.6,>= 48.0,,TOTAL
 ,0,0,0,35,15112,547691,2220688,16590992,2216744,262620,15,0,,21853897
